1	5921616.92	7425517.26	186.887
2	5921618.69	7425529.68	186.797
3	5921620.19	7425540.96	186.933
4	5921624.82	7425556.47	186.908
5	5921634.02	7425545.67	186.729
6	5921629.25	7425533.45	186.701
7	5921627.11	7425523.90	186.402
8	5921625.03	7425513.50	186.495
9	5921648.89	7425515.99	186.474
10	5921642.95	7425530.19	186.515
11	5921636.79	7425519.58	186.626

